Ticker
GDS
DJTWW
DJT
VVV
INCY
GRFS
HRB
INTR
JBLU
IEP
FUTU
ATAT
MRNA
INTU
XIACY
J
ACAD
LUMN
LB
LOW
VIPS
IRDM
PTGX
WBA
BMA
LYFT
FSLR
UAA
VRTX
SSL
STNE
NAMS
AAP
VAL
HSQVY
HAE
XPEV
AMTM
BWA
LOB
GGAL
TEO
VEON
OGN
RCRUY
MOH
VC
BBWI
ALGN
HEES
ULTA
LPX
LSCC
WMS
TGS
WAT
RUN
BILI
TME
MDT
MAN
TXN
UA
NTES
ERJ
IOVA
FND
OLCLY
RHI
NXT
AGCO
AXTA
CPRI
FIS
PARA
BGC
ACLS
GOGL
RUSHA
GGG
EMN
INTC
LEA
AMCR
BOUYY
STLA
HI
TSN
BABA
