Ticker
LFMGX
LMIYX
LCMGX
LAMGX
LGLAX
LGLFX
DVSMX
LGLIX
DNSMX
FGPMX
FGADX
FTXFX
FTXNX
FTXSX
FTXCX
FTXAX
NEAIX
FTRNX
NEAGX
ALGRX
ALCFX
ALGYX
ALAFX
ALZFX
SGGDX
FEGOX
FEGIX
FEURX
INIIX
RYPMX
BIPIX
CLSDX
CMGVX
CMGYX
ENPSX
ACFDX
ACFOX
ACFSX
BGLTX
PGKZX
FGROX
PGKCX
INPIX
PGKRX
PGKAX
BSCUX
BSFIX
MXXIX
BSCFX
BGSRX
BSTSX
BGSCX
BGSIX
BGSAX
BTEKX
FSELX
UPDDX
NEEIX
OEGIX
DMCFX
OEGAX
NPSGX
OEGYX
FSPTX
OEGNX
FELTX
FIKGX
FELCX
TEGIX
FELIX
VFPIX
BIOIX
FELAX
BIOUX
BIOPX
TFGRX
TEGAX
FADTX
TEGYX
FATIX
FIKHX
FATEX
MISMX
FTHCX
CHHRX
WISGX
WTSGX
PVIVX
CSGYX
CGOAX
CMSCX
MSMLX
CCRIX
CGOCX
ATHGX
QSMRX
CSCRX
ASMOX
ASMNX
CMSHX
TWHIX
ATHIX
ACILX
ATHDX
ATHYX
FIMPX
TGVFX
APHYX
TGVYX
TGVVX
QISGX
QASGX
ARTYX
OSTGX
SCQGX
SGGIX
DTLGX
APDYX
UOPIX
FBCJX
WLCGX
RYVYX
FBCKX
RYVLX
RYCCX
UOPSX
FBGKX
FBCEX
FBCCX
FBGRX
FBCHX
FCTGX
FCPGX
FCIGX
FCCGX
TDADX
FIDGX
FCAGX
JCNAX
CYPSX
JSVAX
JCNNX
JACNX
JCONX
SPFZX
PSGQX
OTTRX
FGSKX
FGSAX
FGSIX
ANOCX
ANOAX
ANOIX
FGSCX
ANODX
ANOYX
FAGAX
RLEMX
EPGAX
FAGOX
HACAX
HRCAX
FZAHX
FZAFX
FAGCX
HNACX
FACGX
ANONX
ANOGX
HCAIX
WGMCX
ANOHX
ANORX
EQPGX
FGDKX
RPTTX
WAMCX
PJFQX
PJFZX
FDSVX
PJFAX
PRDMX
FAEGX
WAESX
OLGCX
JLGQX
EPGCX
PJGRX
JLGZX
STCZX
JLGRX
JLGPX
JLGMX
SEEGX
OLGAX
WIESX
FSFGX
FSFNX
JRASX
JATSX
WBSRX
JRAAX
AULDX
AULRX
AULYX
JRAIX
JAMRX
JATIX
AULNX
JATNX
JRANX
JNRFX
TWCUX
TWUIX
WBSNX
AULGX
MLXIX
FOTEX
JATAX
TWUAX
STCAX
TWCCX
JAGTX
TWCGX
JNGTX
FSFMX
WBSIX
FSFJX
FSFOX
FTQGX
AGRDX
AGYWX
TORTX
TRBCX
TWGIX
AGWUX
FOCKX
TPLGX
TBDZX
TBDQX
LSGRX
TORCX
MFOCX
LGRCX
QILGX
LGRNX
TORIX
WIREX
QALGX
FOTGX
FOTDX
FOTJX
FOCPX
FOTHX
LGRRX
BUIOX
FBMPX
FGDMX
FGHMX
QCLGX
FSPGX
FGEMX
FGKMX
CGTDX
FGJMX
CGTUX
TILPX
TILGX
CTHCX
CTCAX
CTHRX
CTYRX
TILWX
CMTFX
EAFGX
ELCIX
WWNPX
KNPCX
KNPYX
KNPAX
NWHUX
AGCVX
EIFGX
NWHTX
NWHOX
AGCWX
CNWGX
NWHQX
FERIX
FIQPX
AGCSX
CNWIX
FEAAX
FERCX
AGCTX
DNDGX
AGCLX
FEATX
PICMX
PHSKX
VLPIX
BUFEX
VLPCX
MGLBX
DADGX
FSEAX
PREFX
MMDEX
PRMTX
VLPAX
TTMIX
FNCMX
AGCHX
LSHEX
SLRYX
PRJQX
FACVX
KMKNX
LSHCX
FIQVX
PRJDX
FICVX
KMKAX
CMVIX
SPGIX
KMKCX
PRJZX
LSHAX
PRJBX
KMKYX
CNPIX
LSHUX
CAGEX
CIGEX
SELCX
PRJAX
PRJCX
FTCVX
FCVSX
CNPSX
BMCKX
ASDEX
SFMIX
TWCIX
ASLDX
BMCAX
TWSIX
ASLWX
KTCIX
SMFYX
RMLPX
KTCSX
AGFIX
FDGIX
AGRFX
KTCCX
AGRYX
SMFAX
FADAX
KTCAX
STMGX
PJEAX
PJEQX
HNSGX
FZADX
WSMRX
KINAX
TSMEX
TSMOX
FDGTX
WWWFX
PHLAX
KINCX
PJECX
TSMWX
TSMNX
