Ticker
SMCI
SYM
AI
LMND
ACHR
VRT
JOBY
OSCR
ZETA
MSTR
HIMS
SG
NBIS
CALX
APLS
INSM
WVE
IONQ
SVNDY
U
SWTX
MARA
GRAB
COHR
ENR
VRNA
EXAS
CRDO
POWL
IESC
APP
MOD
GEO
CLBT
FLNC
NN
LOAR
FN
NXE
IBRX
TOST
VCYT
AGX
SEZL
WB
RKLB
ESLT
RDDT
GH
DDOG
EE
CELH
AS
FMCKN
NTRA
VST
SRRK
UWMC
ADMA
CORZ
VCEL
IOT
CLSK
OKLO
SMMT
ALAB
GKOS
AVPT
HALO
WRD
FIX
LBTYA
SOUN
RSI
LBTYK
AKRO
DUOL
FTAI
BPMC
BRZE
VKTX
BEAM
WULF
NVDA
PTON
TKO
GLBE
CRTO
SE
RNA
CART
CNK
PAR
CNTA
IAG
S
GEV
ICLR
BNTX
TRUP
DOCN
NET
TLK
BROS
RNMBY
FNMAH
UAL
SITM
GME
CPA
SGRY
LNTH
CR
UPST
UFPT
BE
RGEN
CXW
RVMD
SOBO
MGNI
PI
FRPT
ZLAB
STRL
UEC
NUVL
STR
TEAM
HAFN
ONON
MIR
VERX
AA
ALKT
DY
MDGL
CAAP
SOFI
ECG
DRS
BWXT
TLN
CHWY
ARM
CLS
BXMT
BRPHF
QTWO
PCRHY
OMAB
ALVO
LFST
MYRG
ILMN
AXSM
CENX
ROAD
CORT
LIF
QDEL
GBTG
SEMR
HMY
ERIC
GFI
RARE
OR
AEM
AFRM
SMTC
CYBR
GOLD
SAABY
CRWD
NEXOY
